Region, Vert, Vert, Vert
, 6.00:16.00, 3.61, 2: 4: 6: , REGION, , 
, 7.00:18.00, 2.64, 5: 8: , , CHOKE, 5-8: 
, 7.50:10.50, 1.32, 4: 11: , , CHOKE, 4-11: 
, 7.00:18.00, 2.64, 6: 9: 14: , REGION, CHOKE, 8-14: 
, 8.00:20.00, 1.73, 8: 15: 10: , REGION, CHOKE, 8-9: 9-15: 
, 8.34:22.33, 1.52, 17: 9: , , CHOKE, 9-17: 
, 11.70:12.02, 3.71, 12: 7: 23: , REGION, , 
, 10.69:13.44, 3.63, 4: 11: 13: , REGION, CHOKE, 11-12: 
, 11.60:17.60, 2.94, 14: 12: 21: , REGION, CHOKE, 12-13: 
, 12.00:18.00, 2.64, 8: 13: 15: , REGION, CHOKE, 13-14: 
, 11.00:20.00, 1.73, 9: 14: 16: , REGION, CHOKE, 14-15: 
, 10.66:20.66, 1.53, 15: 17: , , CHOKE, 15-17: 
, 10.00:22.75, 1.75, 10: 16: 18: , REGION, , 
, 10.00:23.00, 1.73, 17: 19: , , CHOKE, 17-19: 
, 10.00:23.00, 1.73, 18: , REGION, , 
, 14.00:23.00, 1.73, 22: , REGION, , 
, 14.66:19.66, 2.31, 23: 13: 22: , REGION, CHOKE, 13-21: 
, 14.00:23.00, 1.73, 20: 21: , , CHOKE, 20-21: 
, 17.55:14.22, 1.34, 11: 21: , , CHOKE, 11-21: 
, 29.66:11.66, 2.07, 25: 30: , , CHOKE, 25-30: 
, 29.66:11.66, 2.07, 24: , REGION, , 
, 33.57:6.00, 2.24, 27: 30: , REGION, CHOKE, 26-30: 
, 33.33:4.33, 1.52, 26: , REGION, CHOKE, 26-27: 
, 33.50:18.50, 1.32, 29: 31: , , CHOKE, 29-31: 
, 34.50:19.50, 1.32, 32: 28: 34: , REGION, CHOKE, 29-32: 
, 35.45:10.37, 5.05, 26: 37: 31: 24: , REGION, , 
, 34.09:15.36, 2.29, 32: 28: 30: , REGION, CHOKE, 30-31: 
, 35.60:17.40, 1.40, 29: 31: 33: , REGION, CHOKE, 31-32: 32-33: 
, 37.20:17.80, 1.90, 32: 34: 38: , REGION, CHOKE, 33-38: 
, 37.00:20.00, 1.00, 33: 29: , , CHOKE, 29-33: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 37: 41: 40: , REGION, CHOKE, 36-37: 
, 37.73:11.31, 4.29, 36: 38: 30: , REGION, CHOKE, 30-37: 
, 39.69:16.54, 2.99, 37: 39: 33: , REGION, CHOKE, 37-38: 
, 40.89:17.22, 2.84, 38: 42: , , CHOKE, 38-42: 
, 42.00:8.00, 1.00, 36: , , CHOKE, 
, 39.16:11.16, 3.33, 36: 42: , , CHOKE, 36-42: 
, 47.00:16.00, 5.29, 39: 41: , REGION, CHOKE, 
Choke point 37
Merging 37 into 30
, -4.00:17.00, 4.36, , REGION, , 
, 6.00:16.00, 3.61, 3: , REGION, CHOKE, 1-3: 
, 6.00:16.00, 3.61, 3: 5: , REGION, CHOKE, 2-3: 2-5: 
, 6.00:16.00, 3.61, 1: 2: , REGION, , 
, 5.80:15.40, 3.30, 5: 12: 7: , REGION, CHOKE, 4-5: 4-12: 
, 6.00:16.00, 3.61, 2: 4: 6: , REGION, , 
, 7.00:18.00, 2.64, 5: 8: , , CHOKE, 5-8: 
, 7.50:10.50, 1.32, 4: 11: , , CHOKE, 4-11: 
, 7.00:18.00, 2.64, 6: 9: 14: , REGION, CHOKE, 8-14: 
, 8.00:20.00, 1.73, 8: 15: 10: , REGION, CHOKE, 8-9: 9-15: 
, 8.34:22.33, 1.52, 17: 9: , , CHOKE, 9-17: 
, 11.70:12.02, 3.71, 12: 7: 23: , REGION, , 
, 10.69:13.44, 3.63, 4: 11: 13: , REGION, CHOKE, 11-12: 
, 11.60:17.60, 2.94, 14: 12: 21: , REGION, CHOKE, 12-13: 
, 12.00:18.00, 2.64, 8: 13: 15: , REGION, CHOKE, 13-14: 
, 11.00:20.00, 1.73, 9: 14: 16: , REGION, CHOKE, 14-15: 
, 10.66:20.66, 1.53, 15: 17: , , CHOKE, 15-17: 
, 10.00:22.75, 1.75, 10: 16: 18: , REGION, , 
, 10.00:23.00, 1.73, 17: 19: , , CHOKE, 17-19: 
, 10.00:23.00, 1.73, 18: , REGION, , 
, 14.00:23.00, 1.73, 22: , REGION, , 
, 14.66:19.66, 2.31, 23: 13: 22: , REGION, CHOKE, 13-21: 
, 14.00:23.00, 1.73, 20: 21: , , CHOKE, 20-21: 
, 17.55:14.22, 1.34, 11: 21: , , CHOKE, 11-21: 
, 29.66:11.66, 2.07, 25: 30: , , CHOKE, 25-30: 
, 29.66:11.66, 2.07, 24: , REGION, , 
, 33.57:6.00, 2.24, 27: 30: , REGION, CHOKE, 26-30: 
, 33.33:4.33, 1.52, 26: , REGION, CHOKE, 26-27: 
, 33.50:18.50, 1.32, 29: 31: , , CHOKE, 29-31: 
, 34.50:19.50, 1.32, 32: 28: 34: , REGION, CHOKE, 29-32: 
, 35.45:10.37, 5.05, 26: 31: 24: 36: 37: , REGION, , 
, 34.09:15.36, 2.29, 32: 28: 30: , REGION, CHOKE, 30-31: 
, 35.60:17.40, 1.40, 29: 31: 33: , REGION, CHOKE, 31-32: 32-33: 
, 37.20:17.80, 1.90, 32: 34: 37: , REGION, CHOKE, 33-37: 
, 37.00:20.00, 1.00, 33: 29: , , CHOKE, 29-33: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 40: 39: 30: , REGION, CHOKE, 36-30: 
, 39.69:16.54, 2.99, 38: 33: 30: , REGION, CHOKE, 30-37: 
, 40.89:17.22, 2.84, 37: 41: , , CHOKE, 37-41: 
, 42.00:8.00, 1.00, 36: , , CHOKE, 
, 39.16:11.16, 3.33, 36: 41: , , CHOKE, 36-41: 
, 47.00:16.00, 5.29, 38: 40: , REGION, CHOKE, 
Choke point 36
, -4.00:17.00, 4.36, , REGION, , 
, 6.00:16.00, 3.61, 3: , REGION, CHOKE, 1-3: 
, 6.00:16.00, 3.61, 3: 5: , REGION, CHOKE, 2-3: 2-5: 
, 6.00:16.00, 3.61, 1: 2: , REGION, , 
, 5.80:15.40, 3.30, 5: 12: 7: , REGION, CHOKE, 4-5: 4-12: 
, 6.00:16.00, 3.61, 2: 4: 6: , REGION, , 
, 7.00:18.00, 2.64, 5: 8: , , CHOKE, 5-8: 
, 7.50:10.50, 1.32, 4: 11: , , CHOKE, 4-11: 
, 7.00:18.00, 2.64, 6: 9: 14: , REGION, CHOKE, 8-14: 
, 8.00:20.00, 1.73, 8: 15: 10: , REGION, CHOKE, 8-9: 9-15: 
, 8.34:22.33, 1.52, 17: 9: , , CHOKE, 9-17: 
, 11.70:12.02, 3.71, 12: 7: 23: , REGION, , 
, 10.69:13.44, 3.63, 4: 11: 13: , REGION, CHOKE, 11-12: 
, 11.60:17.60, 2.94, 14: 12: 21: , REGION, CHOKE, 12-13: 
, 12.00:18.00, 2.64, 8: 13: 15: , REGION, CHOKE, 13-14: 
, 11.00:20.00, 1.73, 9: 14: 16: , REGION, CHOKE, 14-15: 
, 10.66:20.66, 1.53, 15: 17: , , CHOKE, 15-17: 
, 10.00:22.75, 1.75, 10: 16: 18: , REGION, , 
, 10.00:23.00, 1.73, 17: 19: , , CHOKE, 17-19: 
, 10.00:23.00, 1.73, 18: , REGION, , 
, 14.00:23.00, 1.73, 22: , REGION, , 
, 14.66:19.66, 2.31, 23: 13: 22: , REGION, CHOKE, 13-21: 
, 14.00:23.00, 1.73, 20: 21: , , CHOKE, 20-21: 
, 17.55:14.22, 1.34, 11: 21: , , CHOKE, 11-21: 
, 29.66:11.66, 2.07, 25: 30: , , CHOKE, 25-30: 
, 29.66:11.66, 2.07, 24: , REGION, , 
, 33.57:6.00, 2.24, 27: 30: , REGION, CHOKE, 26-30: 
, 33.33:4.33, 1.52, 26: , REGION, CHOKE, 26-27: 
, 33.50:18.50, 1.32, 29: 31: , , CHOKE, 29-31: 
, 34.50:19.50, 1.32, 32: 28: 34: , REGION, CHOKE, 29-32: 
, 35.45:10.37, 5.05, 26: 31: 24: 36: 37: , REGION, , 
, 34.09:15.36, 2.29, 32: 28: 30: , REGION, CHOKE, 30-31: 
, 35.60:17.40, 1.40, 29: 31: 33: , REGION, CHOKE, 31-32: 32-33: 
, 37.20:17.80, 1.90, 32: 34: 37: , REGION, CHOKE, 33-37: 
, 37.00:20.00, 1.00, 33: 29: , , CHOKE, 29-33: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 40: 39: 30: , REGION, CHOKE, 36-30: 
, 39.69:16.54, 2.99, 38: 33: 30: , REGION, CHOKE, 30-37: 
, 40.89:17.22, 2.84, 37: 41: , , CHOKE, 37-41: 
, 42.00:8.00, 1.00, 36: , , CHOKE, 
, 39.16:11.16, 3.33, 36: 41: , , CHOKE, 36-41: 
, 47.00:16.00, 5.29, 38: 40: , REGION, CHOKE, 
Choke point 12
Merging 12 into 11
, -4.00:17.00, 4.36, , REGION, , 
, 6.00:16.00, 3.61, 3: , REGION, CHOKE, 1-3: 
, 6.00:16.00, 3.61, 3: 5: , REGION, CHOKE, 2-3: 2-5: 
, 6.00:16.00, 3.61, 1: 2: , REGION, , 
, 5.80:15.40, 3.30, 5: 7: 11: , REGION, CHOKE, 4-5: 4-11: 
, 6.00:16.00, 3.61, 2: 4: 6: , REGION, , 
, 7.00:18.00, 2.64, 5: 8: , , CHOKE, 5-8: 
, 7.50:10.50, 1.32, 4: 11: , , CHOKE, 4-11: 
, 7.00:18.00, 2.64, 6: 9: 13: , REGION, CHOKE, 8-13: 
, 8.00:20.00, 1.73, 8: 14: 10: , REGION, CHOKE, 8-9: 9-14: 
, 8.34:22.33, 1.52, 16: 9: , , CHOKE, 9-16: 
, 11.70:12.02, 3.71, 7: 22: 4: 12: , REGION, , 
, 11.60:17.60, 2.94, 13: 20: 11: , REGION, CHOKE, 11-12: 
, 12.00:18.00, 2.64, 8: 12: 14: , REGION, CHOKE, 12-13: 
, 11.00:20.00, 1.73, 9: 13: 15: , REGION, CHOKE, 13-14: 
, 10.66:20.66, 1.53, 14: 16: , , CHOKE, 14-16: 
, 10.00:22.75, 1.75, 10: 15: 17: , REGION, , 
, 10.00:23.00, 1.73, 16: 18: , , CHOKE, 16-18: 
, 10.00:23.00, 1.73, 17: , REGION, , 
, 14.00:23.00, 1.73, 21: , REGION, , 
, 14.66:19.66, 2.31, 22: 12: 21: , REGION, CHOKE, 12-20: 
, 14.00:23.00, 1.73, 19: 20: , , CHOKE, 19-20: 
, 17.55:14.22, 1.34, 11: 20: , , CHOKE, 11-20: 
, 29.66:11.66, 2.07, 24: 29: , , CHOKE, 24-29: 
, 29.66:11.66, 2.07, 23: , REGION, , 
, 33.57:6.00, 2.24, 26: 29: , REGION, CHOKE, 25-29: 
, 33.33:4.33, 1.52, 25: , REGION, CHOKE, 25-26: 
, 33.50:18.50, 1.32, 28: 30: , , CHOKE, 28-30: 
, 34.50:19.50, 1.32, 31: 27: 33: , REGION, CHOKE, 28-31: 
, 35.45:10.37, 5.05, 25: 30: 23: 35: 36: , REGION, , 
, 34.09:15.36, 2.29, 31: 27: 29: , REGION, CHOKE, 29-30: 
, 35.60:17.40, 1.40, 28: 30: 32: , REGION, CHOKE, 30-31: 31-32: 
, 37.20:17.80, 1.90, 31: 33: 36: , REGION, CHOKE, 32-36: 
, 37.00:20.00, 1.00, 32: 28: , , CHOKE, 28-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 39: 38: 29: , REGION, CHOKE, 35-29: 
, 39.69:16.54, 2.99, 37: 32: 29: , REGION, CHOKE, 29-36: 
, 40.89:17.22, 2.84, 36: 40: , , CHOKE, 36-40: 
, 42.00:8.00, 1.00, 35: , , CHOKE, 
, 39.16:11.16, 3.33, 35: 40: , , CHOKE, 35-40: 
, 47.00:16.00, 5.29, 37: 39: , REGION, CHOKE, 
Choke point 1
Merging 3 into 1
, -4.00:17.00, 4.36, , REGION, , 
, 6.00:16.00, 3.61, 3: , REGION, CHOKE, 1-3: 
, 5.80:15.40, 3.30, 3: 5: 9: , REGION, CHOKE, 2-3: 2-9: 
, 6.00:16.00, 3.61, 1: 2: 4: , REGION, , 
, 7.00:18.00, 2.64, 3: 6: , , CHOKE, 3-6: 
, 7.50:10.50, 1.32, 2: 9: , , CHOKE, 2-9: 
, 7.00:18.00, 2.64, 4: 7: 11: , REGION, CHOKE, 6-11: 
, 8.00:20.00, 1.73, 6: 12: 8: , REGION, CHOKE, 6-7: 7-12: 
, 8.34:22.33, 1.52, 14: 7: , , CHOKE, 7-14: 
, 11.70:12.02, 3.71, 5: 20: 2: 10: , REGION, , 
, 11.60:17.60, 2.94, 11: 18: 9: , REGION, CHOKE, 9-10: 
, 12.00:18.00, 2.64, 6: 10: 12: , REGION, CHOKE, 10-11: 
, 11.00:20.00, 1.73, 7: 11: 13: , REGION, CHOKE, 11-12: 
, 10.66:20.66, 1.53, 12: 14: , , CHOKE, 12-14: 
, 10.00:22.75, 1.75, 8: 13: 15: , REGION, , 
, 10.00:23.00, 1.73, 14: 16: , , CHOKE, 14-16: 
, 10.00:23.00, 1.73, 15: , REGION, , 
, 14.00:23.00, 1.73, 19: , REGION, , 
, 14.66:19.66, 2.31, 20: 10: 19: , REGION, CHOKE, 10-18: 
, 14.00:23.00, 1.73, 17: 18: , , CHOKE, 17-18: 
, 17.55:14.22, 1.34, 9: 18: , , CHOKE, 9-18: 
, 29.66:11.66, 2.07, 22: 27: , , CHOKE, 22-27: 
, 29.66:11.66, 2.07, 21: , REGION, , 
, 33.57:6.00, 2.24, 24: 27: , REGION, CHOKE, 23-27: 
, 33.33:4.33, 1.52, 23: , REGION, CHOKE, 23-24: 
, 33.50:18.50, 1.32, 26: 28: , , CHOKE, 26-28: 
, 34.50:19.50, 1.32, 29: 25: 31: , REGION, CHOKE, 26-29: 
, 35.45:10.37, 5.05, 23: 28: 21: 33: 34: , REGION, , 
, 34.09:15.36, 2.29, 29: 25: 27: , REGION, CHOKE, 27-28: 
, 35.60:17.40, 1.40, 26: 28: 30: , REGION, CHOKE, 28-29: 29-30: 
, 37.20:17.80, 1.90, 29: 31: 34: , REGION, CHOKE, 30-34: 
, 37.00:20.00, 1.00, 30: 26: , , CHOKE, 26-30: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 37: 36: 27: , REGION, CHOKE, 33-27: 
, 39.69:16.54, 2.99, 35: 30: 27: , REGION, CHOKE, 27-34: 
, 40.89:17.22, 2.84, 34: 38: , , CHOKE, 34-38: 
, 42.00:8.00, 1.00, 33: , , CHOKE, 
, 39.16:11.16, 3.33, 33: 38: , , CHOKE, 33-38: 
, 47.00:16.00, 5.29, 35: 37: , REGION, CHOKE, 
Choke point 1
Merging 3 into 1
, -4.00:17.00, 4.36, , REGION, , 
, 5.80:15.40, 3.30, 3: 7: , REGION, CHOKE, 1-7: 
, 7.00:18.00, 2.64, 4: , , CHOKE, 
, 7.50:10.50, 1.32, 1: 7: , , CHOKE, 1-7: 
, 7.00:18.00, 2.64, 2: 5: 9: , REGION, CHOKE, 4-9: 
, 8.00:20.00, 1.73, 4: 10: 6: , REGION, CHOKE, 4-5: 5-10: 
, 8.34:22.33, 1.52, 12: 5: , , CHOKE, 5-12: 
, 11.70:12.02, 3.71, 3: 18: 1: 8: , REGION, , 
, 11.60:17.60, 2.94, 9: 16: 7: , REGION, CHOKE, 7-8: 
, 12.00:18.00, 2.64, 4: 8: 10: , REGION, CHOKE, 8-9: 
, 11.00:20.00, 1.73, 5: 9: 11: , REGION, CHOKE, 9-10: 
, 10.66:20.66, 1.53, 10: 12: , , CHOKE, 10-12: 
, 10.00:22.75, 1.75, 6: 11: 13: , REGION, , 
, 10.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 10.00:23.00, 1.73, 13: , REGION, , 
, 14.00:23.00, 1.73, 17: , REGION, , 
, 14.66:19.66, 2.31, 18: 8: 17: , REGION, CHOKE, 8-16: 
, 14.00:23.00, 1.73, 15: 16: , , CHOKE, 15-16: 
, 17.55:14.22, 1.34, 7: 16: , , CHOKE, 7-16: 
, 29.66:11.66, 2.07, 20: 25: , , CHOKE, 20-25: 
, 29.66:11.66, 2.07, 19: , REGION, , 
, 33.57:6.00, 2.24, 22: 25: , REGION, CHOKE, 21-25: 
, 33.33:4.33, 1.52, 21: , REGION, CHOKE, 21-22: 
, 33.50:18.50, 1.32, 24: 26: , , CHOKE, 24-26: 
, 34.50:19.50, 1.32, 27: 23: 29: , REGION, CHOKE, 24-27: 
, 35.45:10.37, 5.05, 21: 26: 19: 31: 32: , REGION, , 
, 34.09:15.36, 2.29, 27: 23: 25: , REGION, CHOKE, 25-26: 
, 35.60:17.40, 1.40, 24: 26: 28: , REGION, CHOKE, 26-27: 27-28: 
, 37.20:17.80, 1.90, 27: 29: 32: , REGION, CHOKE, 28-32: 
, 37.00:20.00, 1.00, 28: 24: , , CHOKE, 24-28: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 35: 34: 25: , REGION, CHOKE, 31-25: 
, 39.69:16.54, 2.99, 33: 28: 25: , REGION, CHOKE, 25-32: 
, 40.89:17.22, 2.84, 32: 36: , , CHOKE, 32-36: 
, 42.00:8.00, 1.00, 31: , , CHOKE, 
, 39.16:11.16, 3.33, 31: 36: , , CHOKE, 31-36: 
, 47.00:16.00, 5.29, 33: 35: , REGION, CHOKE, 
Choke point 35
, -4.00:17.00, 4.36, , REGION, , 
, 5.80:15.40, 3.30, 3: 7: , REGION, CHOKE, 1-7: 
, 7.00:18.00, 2.64, 4: , , CHOKE, 
, 7.50:10.50, 1.32, 1: 7: , , CHOKE, 1-7: 
, 7.00:18.00, 2.64, 2: 5: 9: , REGION, CHOKE, 4-9: 
, 8.00:20.00, 1.73, 4: 10: 6: , REGION, CHOKE, 4-5: 5-10: 
, 8.34:22.33, 1.52, 12: 5: , , CHOKE, 5-12: 
, 11.70:12.02, 3.71, 3: 18: 1: 8: , REGION, , 
, 11.60:17.60, 2.94, 9: 16: 7: , REGION, CHOKE, 7-8: 
, 12.00:18.00, 2.64, 4: 8: 10: , REGION, CHOKE, 8-9: 
, 11.00:20.00, 1.73, 5: 9: 11: , REGION, CHOKE, 9-10: 
, 10.66:20.66, 1.53, 10: 12: , , CHOKE, 10-12: 
, 10.00:22.75, 1.75, 6: 11: 13: , REGION, , 
, 10.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 10.00:23.00, 1.73, 13: , REGION, , 
, 14.00:23.00, 1.73, 17: , REGION, , 
, 14.66:19.66, 2.31, 18: 8: 17: , REGION, CHOKE, 8-16: 
, 14.00:23.00, 1.73, 15: 16: , , CHOKE, 15-16: 
, 17.55:14.22, 1.34, 7: 16: , , CHOKE, 7-16: 
, 29.66:11.66, 2.07, 20: 25: , , CHOKE, 20-25: 
, 29.66:11.66, 2.07, 19: , REGION, , 
, 33.57:6.00, 2.24, 22: 25: , REGION, CHOKE, 21-25: 
, 33.33:4.33, 1.52, 21: , REGION, CHOKE, 21-22: 
, 33.50:18.50, 1.32, 24: 26: , , CHOKE, 24-26: 
, 34.50:19.50, 1.32, 27: 23: 29: , REGION, CHOKE, 24-27: 
, 35.45:10.37, 5.05, 21: 26: 19: 31: 32: , REGION, , 
, 34.09:15.36, 2.29, 27: 23: 25: , REGION, CHOKE, 25-26: 
, 35.60:17.40, 1.40, 24: 26: 28: , REGION, CHOKE, 26-27: 27-28: 
, 37.20:17.80, 1.90, 27: 29: 32: , REGION, CHOKE, 28-32: 
, 37.00:20.00, 1.00, 28: 24: , , CHOKE, 24-28: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 35: 34: 25: , REGION, CHOKE, 31-25: 
, 39.69:16.54, 2.99, 33: 28: 25: , REGION, CHOKE, 25-32: 
, 40.89:17.22, 2.84, 32: 36: , , CHOKE, 32-36: 
, 42.00:8.00, 1.00, 31: , , CHOKE, 
, 39.16:11.16, 3.33, 31: 36: , , CHOKE, 31-36: 
, 47.00:16.00, 5.29, 33: 35: , REGION, CHOKE, 
Choke point 1
Merging 1 into 7
, -4.00:17.00, 4.36, , REGION, , 
, 7.00:18.00, 2.64, 3: , , CHOKE, 
, 7.50:10.50, 1.32, 6: 6: , , CHOKE, 
, 7.00:18.00, 2.64, 1: 4: 8: , REGION, CHOKE, 3-8: 
, 8.00:20.00, 1.73, 3: 9: 5: , REGION, CHOKE, 3-4: 4-9: 
, 8.34:22.33, 1.52, 11: 4: , , CHOKE, 4-11: 
, 11.70:12.02, 3.71, 2: 17: 7: 2: , REGION, , 
, 11.60:17.60, 2.94, 8: 15: 6: , REGION, CHOKE, 6-7: 
, 12.00:18.00, 2.64, 3: 7: 9: , REGION, CHOKE, 7-8: 
, 11.00:20.00, 1.73, 4: 8: 10: , REGION, CHOKE, 8-9: 
, 10.66:20.66, 1.53, 9: 11: , , CHOKE, 9-11: 
, 10.00:22.75, 1.75, 5: 10: 12: , REGION, , 
, 10.00:23.00, 1.73, 11: 13: , , CHOKE, 11-13: 
, 10.00:23.00, 1.73, 12: , REGION, , 
, 14.00:23.00, 1.73, 16: , REGION, , 
, 14.66:19.66, 2.31, 17: 7: 16: , REGION, CHOKE, 7-15: 
, 14.00:23.00, 1.73, 14: 15: , , CHOKE, 14-15: 
, 17.55:14.22, 1.34, 6: 15: , , CHOKE, 6-15: 
, 29.66:11.66, 2.07, 19: 24: , , CHOKE, 19-24: 
, 29.66:11.66, 2.07, 18: , REGION, , 
, 33.57:6.00, 2.24, 21: 24: , REGION, CHOKE, 20-24: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-21: 
, 33.50:18.50, 1.32, 23: 25: , , CHOKE, 23-25: 
, 34.50:19.50, 1.32, 26: 22: 28: , REGION, CHOKE, 23-26: 
, 35.45:10.37, 5.05, 20: 25: 18: 30: 31: , REGION, , 
, 34.09:15.36, 2.29, 26: 22: 24: , REGION, CHOKE, 24-25: 
, 35.60:17.40, 1.40, 23: 25: 27: , REGION, CHOKE, 25-26: 26-27: 
, 37.20:17.80, 1.90, 26: 28: 31: , REGION, CHOKE, 27-31: 
, 37.00:20.00, 1.00, 27: 23: , , CHOKE, 23-27: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 34: 33: 24: , REGION, CHOKE, 30-24: 
, 39.69:16.54, 2.99, 32: 27: 24: , REGION, CHOKE, 24-31: 
, 40.89:17.22, 2.84, 31: 35: , , CHOKE, 31-35: 
, 42.00:8.00, 1.00, 30: , , CHOKE, 
, 39.16:11.16, 3.33, 30: 35: , , CHOKE, 30-35: 
, 47.00:16.00, 5.29, 32: 34: , REGION, CHOKE, 
Choke point 31
, -4.00:17.00, 4.36, , REGION, , 
, 7.00:18.00, 2.64, 3: , , CHOKE, 
, 7.50:10.50, 1.32, 6: 6: , , CHOKE, 
, 7.00:18.00, 2.64, 1: 4: 8: , REGION, CHOKE, 3-8: 
, 8.00:20.00, 1.73, 3: 9: 5: , REGION, CHOKE, 3-4: 4-9: 
, 8.34:22.33, 1.52, 11: 4: , , CHOKE, 4-11: 
, 11.70:12.02, 3.71, 2: 17: 7: 2: , REGION, , 
, 11.60:17.60, 2.94, 8: 15: 6: , REGION, CHOKE, 6-7: 
, 12.00:18.00, 2.64, 3: 7: 9: , REGION, CHOKE, 7-8: 
, 11.00:20.00, 1.73, 4: 8: 10: , REGION, CHOKE, 8-9: 
, 10.66:20.66, 1.53, 9: 11: , , CHOKE, 9-11: 
, 10.00:22.75, 1.75, 5: 10: 12: , REGION, , 
, 10.00:23.00, 1.73, 11: 13: , , CHOKE, 11-13: 
, 10.00:23.00, 1.73, 12: , REGION, , 
, 14.00:23.00, 1.73, 16: , REGION, , 
, 14.66:19.66, 2.31, 17: 7: 16: , REGION, CHOKE, 7-15: 
, 14.00:23.00, 1.73, 14: 15: , , CHOKE, 14-15: 
, 17.55:14.22, 1.34, 6: 15: , , CHOKE, 6-15: 
, 29.66:11.66, 2.07, 19: 24: , , CHOKE, 19-24: 
, 29.66:11.66, 2.07, 18: , REGION, , 
, 33.57:6.00, 2.24, 21: 24: , REGION, CHOKE, 20-24: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-21: 
, 33.50:18.50, 1.32, 23: 25: , , CHOKE, 23-25: 
, 34.50:19.50, 1.32, 26: 22: 28: , REGION, CHOKE, 23-26: 
, 35.45:10.37, 5.05, 20: 25: 18: 30: 31: , REGION, , 
, 34.09:15.36, 2.29, 26: 22: 24: , REGION, CHOKE, 24-25: 
, 35.60:17.40, 1.40, 23: 25: 27: , REGION, CHOKE, 25-26: 26-27: 
, 37.20:17.80, 1.90, 26: 28: 31: , REGION, CHOKE, 27-31: 
, 37.00:20.00, 1.00, 27: 23: , , CHOKE, 23-27: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 34: 33: 24: , REGION, CHOKE, 30-24: 
, 39.69:16.54, 2.99, 32: 27: 24: , REGION, CHOKE, 24-31: 
, 40.89:17.22, 2.84, 31: 35: , , CHOKE, 31-35: 
, 42.00:8.00, 1.00, 30: , , CHOKE, 
, 39.16:11.16, 3.33, 30: 35: , , CHOKE, 30-35: 
, 47.00:16.00, 5.29, 32: 34: , REGION, CHOKE, 
Choke point 7
, -4.00:17.00, 4.36, , REGION, , 
, 7.00:18.00, 2.64, 3: , , CHOKE, 
, 7.50:10.50, 1.32, 6: 6: , , CHOKE, 
, 7.00:18.00, 2.64, 1: 4: 8: , REGION, CHOKE, 3-8: 
, 8.00:20.00, 1.73, 3: 9: 5: , REGION, CHOKE, 3-4: 4-9: 
, 8.34:22.33, 1.52, 11: 4: , , CHOKE, 4-11: 
, 11.70:12.02, 3.71, 2: 17: 7: 2: , REGION, , 
, 11.60:17.60, 2.94, 8: 15: 6: , REGION, CHOKE, 6-7: 
, 12.00:18.00, 2.64, 3: 7: 9: , REGION, CHOKE, 7-8: 
, 11.00:20.00, 1.73, 4: 8: 10: , REGION, CHOKE, 8-9: 
, 10.66:20.66, 1.53, 9: 11: , , CHOKE, 9-11: 
, 10.00:22.75, 1.75, 5: 10: 12: , REGION, , 
, 10.00:23.00, 1.73, 11: 13: , , CHOKE, 11-13: 
, 10.00:23.00, 1.73, 12: , REGION, , 
, 14.00:23.00, 1.73, 16: , REGION, , 
, 14.66:19.66, 2.31, 17: 7: 16: , REGION, CHOKE, 7-15: 
, 14.00:23.00, 1.73, 14: 15: , , CHOKE, 14-15: 
, 17.55:14.22, 1.34, 6: 15: , , CHOKE, 6-15: 
, 29.66:11.66, 2.07, 19: 24: , , CHOKE, 19-24: 
, 29.66:11.66, 2.07, 18: , REGION, , 
, 33.57:6.00, 2.24, 21: 24: , REGION, CHOKE, 20-24: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-21: 
, 33.50:18.50, 1.32, 23: 25: , , CHOKE, 23-25: 
, 34.50:19.50, 1.32, 26: 22: 28: , REGION, CHOKE, 23-26: 
, 35.45:10.37, 5.05, 20: 25: 18: 30: 31: , REGION, , 
, 34.09:15.36, 2.29, 26: 22: 24: , REGION, CHOKE, 24-25: 
, 35.60:17.40, 1.40, 23: 25: 27: , REGION, CHOKE, 25-26: 26-27: 
, 37.20:17.80, 1.90, 26: 28: 31: , REGION, CHOKE, 27-31: 
, 37.00:20.00, 1.00, 27: 23: , , CHOKE, 23-27: 
, 37.50:2.50, 1.32, , REGION, , 
, 38.64:11.09, 3.78, 34: 33: 24: , REGION, CHOKE, 30-24: 
, 39.69:16.54, 2.99, 32: 27: 24: , REGION, CHOKE, 24-31: 
